hc,hs,ht,lg,ls,r1,r2,r3,r4,s,wg,ws,xt,Resonant_Freq_GHz,S21_dB
0.035,1.27,0.13,1.125,20,2.5,3.375,6.125,8.04,0,65,65,1.6375,5.3340001106262,-28.697525382764
0.035,1.27,0.13,1.125,20,2.5,3.375,6.125,8.04,0,65,65,1.6375,5.3410000801086,-28.882657431118
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.04,0,65,65,1.6375,5.1519999504089,-21.506210619084
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.04,0,65,65,1.6375,5.2080001831055,-19.460962254902
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.04,0,65,65,1.6375,5.1939997673035,-19.692024337709
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.04,0,65,65,1.6375,5.201000213623,-19.044211347183
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.04,0,65,65,1.6375,5.4320001602173,-39.546018678721
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.04,0,65,65,1.6375,5.5929999351501,-33.28901913068
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.04,0,65,65,1.6375,5.5999999046326,-18.831409350529
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.04,0,65,65,1.6375,5.6209998130798,-22.043487433206
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.04,0,65,65,1.6375,5.3689999580383,-44.506912394784
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.04,0,65,65,1.6375,5.4530000686646,-29.457100856524
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.04,0,65,65,1.6375,5.4879999160767,-22.161762191815
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.04,0,65,65,1.6375,5.5089998245239,-17.331598140831
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.04,0,65,65,1.6375,5.2639999389648,-28.49720514854
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.04,0,65,65,1.6375,5.313000202179,-27.067894605155
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.04,0,65,65,1.6375,5.3480000495911,-23.934040801326
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.04,0,65,65,1.6375,5.3480000495911,-22.182831039794
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.04,0,65,65,1.6375,5.1589999198914,-22.062724918098
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.04,0,65,65,1.6375,5.1939997673035,-21.430138394917
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.04,0,65,65,1.6375,5.2080001831055,-20.407915802865
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.04,0,65,65,1.6375,5.2080001831055,-18.759373923639
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.04,0,65,65,1.6375,5.4250001907349,-33.051447702846
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.04,0,65,65,1.6375,5.5650000572205,-28.828702237257
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.04,0,65,65,1.6375,5.5929999351501,-27.885749269778
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.04,0,65,65,1.6375,5.6209998130798,-27.947439193654
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.04,0,65,65,1.6375,5.3689999580383,-41.272023487002
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.04,0,65,65,1.6375,5.4530000686646,-31.397729238203
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.04,0,65,65,1.6375,5.4739999771118,-27.803710735682
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.04,0,65,65,1.6375,5.4879999160767,-29.592417627647
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.04,0,65,65,1.6375,5.2569999694824,-29.616950842133
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.04,0,65,65,1.6375,5.3340001106262,-41.456592223763
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.04,0,65,65,1.6375,5.3410000801086,-31.539560335522
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.04,0,65,65,1.6375,5.3550000190735,-32.264809928534
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.04,0,65,65,1.6375,5.1170001029968,-18.347939029099
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.04,0,65,65,1.6375,5.2220001220703,-21.521996957516
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.04,0,65,65,1.6375,5.2150001525879,-25.578151743749
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.04,0,65,65,1.6375,5.2150001525879,-26.029806899344
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.04,0,65,65,1.6375,5.4250001907349,-33.720250322605
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.04,0,65,65,1.6375,5.5440001487732,-32.050202050563
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.04,0,65,65,1.6375,5.5720000267029,-29.44010067962
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.04,0,65,65,1.6375,5.6139998435974,-30.774500735433
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.04,0,65,65,1.6375,5.3550000190735,-35.885332746083
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.04,0,65,65,1.6375,5.4390001296997,-32.241639555051
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.04,0,65,65,1.6375,5.460000038147,-32.392604819063
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.04,0,65,65,1.6375,5.4809999465942,-31.421536199168
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.04,0,65,65,1.6375,5.25,-34.121717865999
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.04,0,65,65,1.6375,5.3270001411438,-32.928881036088
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.04,0,65,65,1.6375,5.3410000801086,-32.24369557593
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.04,0,65,65,1.6375,5.3410000801086,-31.904382997512
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.04,0,65,65,1.6375,5.1310000419617,-22.462213256875
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.04,0,65,65,1.6375,5.2150001525879,-22.338915724637
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.04,0,65,65,1.6375,5.2080001831055,-23.781818096744
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.04,0,65,65,1.6375,5.2080001831055,-23.839668658352
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.32,0,65,65,1.6375,5.298999786377,-33.027707177131
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.32,0,65,65,1.6375,5.4180002212524,-31.589065852991
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.32,0,65,65,1.6375,5.4670000076294,-31.380759813035
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.32,0,65,65,1.6375,5.4949998855591,-31.372976168408
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.32,0,65,65,1.6375,5.2360000610352,-40.116656656956
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.32,0,65,65,1.6375,5.3270001411438,-39.033334037888
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.32,0,65,65,1.6375,5.3550000190735,-32.463927858482
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.32,0,65,65,1.6375,5.3759999275208,-36.366705222633
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.32,0,65,65,1.6375,5.1310000419617,-31.38986140083
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.32,0,65,65,1.6375,5.2080001831055,-33.573619876634
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.32,0,65,65,1.6375,5.2290000915527,-33.712643668497
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.32,0,65,65,1.6375,5.25,-34.233611200038
0.035,1.27,0.13,1.125,20,1.375,3.375,6.5,8.32,0,65,65,1.6375,5.0260000228882,-23.66328038264
0.035,1.27,0.13,1.125,20,1.375,3.375,6.5,8.32,0,65,65,1.6375,5.103000164032,-22.209263586194
0.035,1.27,0.13,1.125,20,1.375,3.375,6.5,8.32,0,65,65,1.6375,5.1100001335144,-21.897414632048
0.035,1.27,0.13,1.125,20,1.375,3.375,6.5,8.32,0,65,65,1.6375,5.1170001029968,-22.251576466664
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.32,0,65,65,1.6375,5.2919998168945,-31.194770817876
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.32,0,65,65,1.6375,5.4109997749329,-33.348867758658
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.32,0,65,65,1.6375,5.4670000076294,-36.031632936819
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.32,0,65,65,1.6375,5.4809999465942,-35.462544774063
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.32,0,65,65,1.6375,5.2430000305176,-43.869824911015
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.32,0,65,65,1.6375,5.3200001716614,-42.758590696392
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.32,0,65,65,1.6375,5.3550000190735,-35.72345455252
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.32,0,65,65,1.6375,5.3759999275208,-49.205251458505
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.32,0,65,65,1.6375,5.1449999809265,-34.422768100714
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.32,0,65,65,1.6375,5.2150001525879,-31.660754592442
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.32,0,65,65,1.6375,5.2360000610352,-33.139174307739
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.32,0,65,65,1.6375,5.25,-30.52704738069
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.32,0,65,65,1.6375,5.0469999313354,-24.85981407159
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.32,0,65,65,1.6375,5.0960001945496,-24.023244246448
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.32,0,65,65,1.6375,5.1100001335144,-22.963217386781
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.32,0,65,65,1.6375,5.1240000724792,-22.199894466713
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.32,0,65,65,1.6375,5.2709999084473,-31.371576636443
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.32,0,65,65,1.6375,5.3829998970032,-32.614425141044
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.32,0,65,65,1.6375,5.4530000686646,-21.698208916668
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.32,0,65,65,1.6375,5.5089998245239,-31.973553742475
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.32,0,65,65,1.6375,5.2220001220703,-35.931324186432
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.32,0,65,65,1.6375,5.313000202179,-35.380193068239
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.32,0,65,65,1.6375,5.3410000801086,-26.968335185839
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.32,0,65,65,1.6375,5.3689999580383,-21.447141728803
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.32,0,65,65,1.6375,5.1310000419617,-37.419037986966
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.32,0,65,65,1.6375,5.2080001831055,-28.424315693959
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.32,0,65,65,1.6375,5.2220001220703,-26.890567442227
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.32,0,65,65,1.6375,5.2430000305176,-24.404073533024
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.32,0,65,65,1.6375,5.0190000534058,-25.479341258582
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.32,0,65,65,1.6375,5.0890002250671,-24.126697840248
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.32,0,65,65,1.6375,5.103000164032,-22.399848736363
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.32,0,65,65,1.6375,5.1170001029968,-20.208186332644
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.32,0,65,65,1.6375,5.2779998779297,-29.640249287749
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.32,0,65,65,1.6375,5.3899998664856,-34.396375718891
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.32,0,65,65,1.6375,5.4390001296997,-28.54435950453
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.32,0,65,65,1.6375,5.4670000076294,-25.625294172396
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.32,0,65,65,1.6375,5.2080001831055,-23.378305664172
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.32,0,65,65,1.6375,5.313000202179,-37.966162028263
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.32,0,65,65,1.6375,5.3410000801086,-32.273851679006
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.32,0,65,65,1.6375,5.3689999580383,-27.648479378314
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.32,0,65,65,1.6375,5.1170001029968,-20.051712266789
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.32,0,65,65,1.6375,5.2220001220703,-22.79468123257
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.32,0,65,65,1.6375,5.2360000610352,-30.245927395053
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.32,0,65,65,1.6375,5.25,-33.684998736491
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.32,0,65,65,1.6375,5.0050001144409,-20.57971984213
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.32,0,65,65,1.6375,5.0890002250671,-16.233577971214
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.32,0,65,65,1.6375,5.1100001335144,-15.229556028431
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.32,0,65,65,1.6375,5.1240000724792,-16.396759012871
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.32,0,65,65,1.6375,5.3060002326965,-31.504604040416
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.32,0,65,65,1.6375,5.4250001907349,-30.943188646938
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.32,0,65,65,1.6375,5.4739999771118,-30.799492638306
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.32,0,65,65,1.6375,5.5019998550415,-30.081243787042
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.32,0,65,65,1.6375,5.2360000610352,-36.15755506683
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.32,0,65,65,1.6375,5.3340001106262,-34.382393304809
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.32,0,65,65,1.6375,5.3619999885559,-32.357874527241
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.32,0,65,65,1.6375,5.3829998970032,-35.571508953594
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.32,0,65,65,1.6375,5.1310000419617,-36.461741084736
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.32,0,65,65,1.6375,5.2080001831055,-33.538362642538
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.32,0,65,65,1.6375,5.2290000915527,-32.681973900076
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.32,0,65,65,1.6375,5.25,-30.037978838426
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.32,0,65,65,1.6375,5.0329999923706,-25.738497509963
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.32,0,65,65,1.6375,5.1100001335144,-22.635091712408
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.32,0,65,65,1.6375,5.1100001335144,-23.902975054941
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.32,0,65,65,1.6375,5.1240000724792,-22.418765090014
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.32,0,65,65,1.6375,5.298999786377,-31.348073616526
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.32,0,65,65,1.6375,5.4180002212524,-33.640230770787
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.32,0,65,65,1.6375,5.4809999465942,-35.177914288828
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.32,0,65,65,1.6375,5.4949998855591,-47.252426754482
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.32,0,65,65,1.6375,5.25,-35.326186858978
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.32,0,65,65,1.6375,5.3270001411438,-34.068343574775
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.32,0,65,65,1.6375,5.3619999885559,-40.649966126482
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.32,0,65,65,1.6375,5.3829998970032,-38.637141292058
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.32,0,65,65,1.6375,5.1449999809265,-36.171540286151
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.32,0,65,65,1.6375,5.2220001220703,-30.694346855866
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.32,0,65,65,1.6375,5.2430000305176,-37.787863401188
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.32,0,65,65,1.6375,5.2569999694824,-29.7333015514
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.32,0,65,65,1.6375,5.0539999008179,-24.294083938507
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.32,0,65,65,1.6375,5.103000164032,-24.873304209595
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.32,0,65,65,1.6375,5.1170001029968,-24.640217424348
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.32,0,65,65,1.6375,5.1310000419617,-23.167168477863
0.035,1.27,0.13,1.125,20,1.75,4.125,5.375,8.32,0,65,65,1.6375,5.2849998474121,-47.964237603233
0.035,1.27,0.13,1.125,20,1.75,4.125,5.375,8.32,0,65,65,1.6375,5.4320001602173,-28.451809362474
0.035,1.27,0.13,1.125,20,1.75,4.125,5.375,8.32,0,65,65,1.6375,5.4879999160767,-22.196915917919
0.035,1.27,0.13,1.125,20,1.75,4.125,5.375,8.32,0,65,65,1.6375,5.5089998245239,-19.327364964213
0.035,1.27,0.13,1.125,20,1.75,4.125,5.75,8.32,0,65,65,1.6375,5.2360000610352,-53.672553393753
0.035,1.27,0.13,1.125,20,1.75,4.125,5.75,8.32,0,65,65,1.6375,5.3200001716614,-24.234706817497
0.035,1.27,0.13,1.125,20,1.75,4.125,5.75,8.32,0,65,65,1.6375,5.3689999580383,-21.77370859792
0.035,1.27,0.13,1.125,20,1.75,4.125,5.75,8.32,0,65,65,1.6375,5.396999835968,-24.096576189149
0.035,1.27,0.13,1.125,20,1.75,4.125,6.125,8.32,0,65,65,1.6375,5.1449999809265,-36.567503735038
0.035,1.27,0.13,1.125,20,1.75,4.125,6.125,8.32,0,65,65,1.6375,5.2080001831055,-26.267437954846
0.035,1.27,0.13,1.125,20,1.75,4.125,6.125,8.32,0,65,65,1.6375,5.2360000610352,-23.057299445213
0.035,1.27,0.13,1.125,20,1.75,4.125,6.125,8.32,0,65,65,1.6375,5.25,-19.740484958729
0.035,1.27,0.13,1.125,20,1.75,4.125,6.5,8.32,0,65,65,1.6375,5.0260000228882,-26.629059085597
0.035,1.27,0.13,1.125,20,1.75,4.125,6.5,8.32,0,65,65,1.6375,5.0960001945496,-23.357310980365
0.035,1.27,0.13,1.125,20,1.75,4.125,6.5,8.32,0,65,65,1.6375,5.1100001335144,-21.680148773781
0.035,1.27,0.13,1.125,20,1.75,4.125,6.5,8.32,0,65,65,1.6375,5.1240000724792,-19.523020879004
0.035,1.27,0.13,1.125,20,1.75,4.5,5.375,8.32,0,65,65,1.6375,5.298999786377,-37.587889575796
0.035,1.27,0.13,1.125,20,1.75,4.5,5.375,8.32,0,65,65,1.6375,5.4039998054504,-29.030721617144
0.035,1.27,0.13,1.125,20,1.75,4.5,5.375,8.32,0,65,65,1.6375,5.4530000686646,-26.565997481903
0.035,1.27,0.13,1.125,20,1.75,4.5,5.375,8.32,0,65,65,1.6375,5.4809999465942,-24.884570848905
0.035,1.27,0.13,1.125,20,1.75,4.5,5.75,8.32,0,65,65,1.6375,5.2290000915527,-30.150282471186
0.035,1.27,0.13,1.125,20,1.75,4.5,5.75,8.32,0,65,65,1.6375,5.3200001716614,-31.413352757482
0.035,1.27,0.13,1.125,20,1.75,4.5,5.75,8.32,0,65,65,1.6375,5.3480000495911,-27.863685716976
0.035,1.27,0.13,1.125,20,1.75,4.5,5.75,8.32,0,65,65,1.6375,5.3759999275208,-25.509615497264
0.035,1.27,0.13,1.125,20,1.75,4.5,6.125,8.32,0,65,65,1.6375,5.1310000419617,-23.666196107484
0.035,1.27,0.13,1.125,20,1.75,4.5,6.125,8.32,0,65,65,1.6375,5.2290000915527,-39.769068324368
0.035,1.27,0.13,1.125,20,1.75,4.5,6.125,8.32,0,65,65,1.6375,5.2430000305176,-30.916388189954
0.035,1.27,0.13,1.125,20,1.75,4.5,6.125,8.32,0,65,65,1.6375,5.25,-30.087703151381
0.035,1.27,0.13,1.125,20,1.75,4.5,6.5,8.32,0,65,65,1.6375,5.0329999923706,-17.972247563121
0.035,1.27,0.13,1.125,20,1.75,4.5,6.5,8.32,0,65,65,1.6375,5.103000164032,-20.480799388078
0.035,1.27,0.13,1.125,20,1.75,4.5,6.5,8.32,0,65,65,1.6375,5.1240000724792,-23.963506627964
0.035,1.27,0.13,1.125,20,1.75,4.5,6.5,8.32,0,65,65,1.6375,5.1240000724792,-26.906866093124
0.035,1.27,0.13,1.125,20,2.125,3.375,5.375,8.32,0,65,65,1.6375,5.313000202179,-30.972350123981
0.035,1.27,0.13,1.125,20,2.125,3.375,5.375,8.32,0,65,65,1.6375,5.4320001602173,-30.768164616832
0.035,1.27,0.13,1.125,20,2.125,3.375,5.375,8.32,0,65,65,1.6375,5.4809999465942,-29.842286257427
0.035,1.27,0.13,1.125,20,2.125,3.375,5.375,8.32,0,65,65,1.6375,5.5089998245239,-30.704088362606
0.035,1.27,0.13,1.125,20,2.125,3.375,5.75,8.32,0,65,65,1.6375,5.25,-39.002731951545
0.035,1.27,0.13,1.125,20,2.125,3.375,5.75,8.32,0,65,65,1.6375,5.3340001106262,-32.827426757314
0.035,1.27,0.13,1.125,20,2.125,3.375,5.75,8.32,0,65,65,1.6375,5.3689999580383,-34.689933269376
0.035,1.27,0.13,1.125,20,2.125,3.375,5.75,8.32,0,65,65,1.6375,5.3899998664856,-34.008469431398
0.035,1.27,0.13,1.125,20,2.125,3.375,6.125,8.32,0,65,65,1.6375,5.1380000114441,-34.082336521006
0.035,1.27,0.13,1.125,20,2.125,3.375,6.125,8.32,0,65,65,1.6375,5.2150001525879,-34.098492347382
0.035,1.27,0.13,1.125,20,2.125,3.375,6.125,8.32,0,65,65,1.6375,5.2360000610352,-33.581815311488
0.035,1.27,0.13,1.125,20,2.125,3.375,6.125,8.32,0,65,65,1.6375,5.2569999694824,-30.95016463707
0.035,1.27,0.13,1.125,20,2.125,3.375,6.5,8.32,0,65,65,1.6375,5.0329999923706,-25.83304785513
0.035,1.27,0.13,1.125,20,2.125,3.375,6.5,8.32,0,65,65,1.6375,5.1100001335144,-23.451391783384
0.035,1.27,0.13,1.125,20,2.125,3.375,6.5,8.32,0,65,65,1.6375,5.1170001029968,-24.03629285651
0.035,1.27,0.13,1.125,20,2.125,3.375,6.5,8.32,0,65,65,1.6375,5.1240000724792,-23.773346761692
0.035,1.27,0.13,1.125,20,2.125,3.75,5.375,8.32,0,65,65,1.6375,5.3060002326965,-31.257158720034
0.035,1.27,0.13,1.125,20,2.125,3.75,5.375,8.32,0,65,65,1.6375,5.4250001907349,-36.348714569555
0.035,1.27,0.13,1.125,20,2.125,3.75,5.375,8.32,0,65,65,1.6375,5.4879999160767,-34.617487024239
0.035,1.27,0.13,1.125,20,2.125,3.75,5.375,8.32,0,65,65,1.6375,5.5089998245239,-27.676531695222
0.035,1.27,0.13,1.125,20,2.125,3.75,5.75,8.32,0,65,65,1.6375,5.2569999694824,-39.315110418153
0.035,1.27,0.13,1.125,20,2.125,3.75,5.75,8.32,0,65,65,1.6375,5.3340001106262,-34.635600402964
