hc,hs,ht,lg,ls,r1,r2,r3,r4,s,wg,ws,xt,Resonant_Freq_GHz,S21_dB
0.035,1.27,0.13,1.125,20,2.125,3.75,5.75,8.32,0,65,65,1.6375,5.3689999580383,-37.372040472701
0.035,1.27,0.13,1.125,20,2.125,3.75,5.75,8.32,0,65,65,1.6375,5.3899998664856,-35.703947145204
0.035,1.27,0.13,1.125,20,2.125,3.75,6.125,8.32,0,65,65,1.6375,5.1449999809265,-37.472477359413
0.035,1.27,0.13,1.125,20,2.125,3.75,6.125,8.32,0,65,65,1.6375,5.2220001220703,-36.143655227498
0.035,1.27,0.13,1.125,20,2.125,3.75,6.125,8.32,0,65,65,1.6375,5.25,-37.558488577647
0.035,1.27,0.13,1.125,20,2.125,3.75,6.125,8.32,0,65,65,1.6375,5.2569999694824,-31.315168374881
0.035,1.27,0.13,1.125,20,2.125,3.75,6.5,8.32,0,65,65,1.6375,5.0539999008179,-26.064582134455
0.035,1.27,0.13,1.125,20,2.125,3.75,6.5,8.32,0,65,65,1.6375,5.103000164032,-24.391614753277
0.035,1.27,0.13,1.125,20,2.125,3.75,6.5,8.32,0,65,65,1.6375,5.1240000724792,-24.952880530485
0.035,1.27,0.13,1.125,20,2.125,3.75,6.5,8.32,0,65,65,1.6375,5.1310000419617,-23.803335197089
0.035,1.27,0.13,1.125,20,2.125,4.125,5.375,8.32,0,65,65,1.6375,5.313000202179,-27.21877200313
0.035,1.27,0.13,1.125,20,2.125,4.125,5.375,8.32,0,65,65,1.6375,5.4250001907349,-23.801970189373
0.035,1.27,0.13,1.125,20,2.125,4.125,5.375,8.32,0,65,65,1.6375,5.4809999465942,-21.813053102717
0.035,1.27,0.13,1.125,20,2.125,4.125,5.375,8.32,0,65,65,1.6375,5.4949998855591,-20.973350850598
0.035,1.27,0.13,1.125,20,2.125,4.125,5.75,8.32,0,65,65,1.6375,5.2430000305176,-24.117285610357
0.035,1.27,0.13,1.125,20,2.125,4.125,5.75,8.32,0,65,65,1.6375,5.3480000495911,-27.615140153803
0.035,1.27,0.13,1.125,20,2.125,4.125,5.75,8.32,0,65,65,1.6375,5.3689999580383,-21.186223161091
0.035,1.27,0.13,1.125,20,2.125,4.125,5.75,8.32,0,65,65,1.6375,5.3899998664856,-20.895522741581
0.035,1.27,0.13,1.125,20,2.125,4.125,6.125,8.32,0,65,65,1.6375,5.1449999809265,-30.065605923234
0.035,1.27,0.13,1.125,20,2.125,4.125,6.125,8.32,0,65,65,1.6375,5.2290000915527,-19.950421530439
0.035,1.27,0.13,1.125,20,2.125,4.125,6.125,8.32,0,65,65,1.6375,5.2569999694824,-21.965555449732
0.035,1.27,0.13,1.125,20,2.125,4.125,6.125,8.32,0,65,65,1.6375,5.2709999084473,-22.022795939077
0.035,1.27,0.13,1.125,20,2.125,4.125,6.5,8.32,0,65,65,1.6375,5.0260000228882,-25.806892098272
0.035,1.27,0.13,1.125,20,2.125,4.125,6.5,8.32,0,65,65,1.6375,5.103000164032,-22.263034555722
0.035,1.27,0.13,1.125,20,2.125,4.125,6.5,8.32,0,65,65,1.6375,5.1170001029968,-20.276131272024
0.035,1.27,0.13,1.125,20,2.125,4.125,6.5,8.32,0,65,65,1.6375,5.1310000419617,-15.92190692958
0.035,1.27,0.13,1.125,20,2.125,4.5,5.375,8.32,0,65,65,1.6375,5.313000202179,-33.417006842215
0.035,1.27,0.13,1.125,20,2.125,4.5,5.375,8.32,0,65,65,1.6375,5.4109997749329,-27.489293412986
0.035,1.27,0.13,1.125,20,2.125,4.5,5.375,8.32,0,65,65,1.6375,5.4670000076294,-25.521311829764
0.035,1.27,0.13,1.125,20,2.125,4.5,5.375,8.32,0,65,65,1.6375,5.4809999465942,-24.434919855546
0.035,1.27,0.13,1.125,20,2.125,4.5,5.75,8.32,0,65,65,1.6375,5.2360000610352,-46.358385457584
0.035,1.27,0.13,1.125,20,2.125,4.5,5.75,8.32,0,65,65,1.6375,5.3200001716614,-29.880732589987
0.035,1.27,0.13,1.125,20,2.125,4.5,5.75,8.32,0,65,65,1.6375,5.3550000190735,-26.730104301062
0.035,1.27,0.13,1.125,20,2.125,4.5,5.75,8.32,0,65,65,1.6375,5.3829998970032,-25.878356717031
0.035,1.27,0.13,1.125,20,2.125,4.5,6.125,8.32,0,65,65,1.6375,5.1380000114441,-32.167267253634
0.035,1.27,0.13,1.125,20,2.125,4.5,6.125,8.32,0,65,65,1.6375,5.2290000915527,-33.439971843715
0.035,1.27,0.13,1.125,20,2.125,4.5,6.125,8.32,0,65,65,1.6375,5.25,-31.595556371043
0.035,1.27,0.13,1.125,20,2.125,4.5,6.125,8.32,0,65,65,1.6375,5.2569999694824,-27.573106897011
0.035,1.27,0.13,1.125,20,2.125,4.5,6.5,8.32,0,65,65,1.6375,5.0329999923706,-21.156600474257
0.035,1.27,0.13,1.125,20,2.125,4.5,6.5,8.32,0,65,65,1.6375,5.103000164032,-27.392472833404
0.035,1.27,0.13,1.125,20,2.125,4.5,6.5,8.32,0,65,65,1.6375,5.1240000724792,-32.529059971547
0.035,1.27,0.13,1.125,20,2.125,4.5,6.5,8.32,0,65,65,1.6375,5.1310000419617,-31.904923912576
0.035,1.27,0.13,1.125,20,2.5,3.375,5.375,8.32,0,65,65,1.6375,5.313000202179,-31.20392159361
0.035,1.27,0.13,1.125,20,2.5,3.375,5.375,8.32,0,65,65,1.6375,5.4320001602173,-31.005576982682
0.035,1.27,0.13,1.125,20,2.5,3.375,5.375,8.32,0,65,65,1.6375,5.4809999465942,-30.618382363549
0.035,1.27,0.13,1.125,20,2.5,3.375,5.375,8.32,0,65,65,1.6375,5.5089998245239,-31.50624734125
0.035,1.27,0.13,1.125,20,2.5,3.375,5.75,8.32,0,65,65,1.6375,5.25,-41.025460247757
0.035,1.27,0.13,1.125,20,2.5,3.375,5.75,8.32,0,65,65,1.6375,5.3410000801086,-33.770207675397
0.035,1.27,0.13,1.125,20,2.5,3.375,5.75,8.32,0,65,65,1.6375,5.3689999580383,-34.798543100342
0.035,1.27,0.13,1.125,20,2.5,3.375,5.75,8.32,0,65,65,1.6375,5.3899998664856,-34.726036653347
0.035,1.27,0.13,1.125,20,2.5,3.375,6.125,8.32,0,65,65,1.6375,5.1449999809265,-32.129492666461
0.035,1.27,0.13,1.125,20,2.5,3.375,6.125,8.32,0,65,65,1.6375,5.2220001220703,-31.302768461557
0.035,1.27,0.13,1.125,20,2.5,3.375,6.125,8.32,0,65,65,1.6375,5.2360000610352,-31.817439271121
0.035,1.27,0.13,1.125,20,2.5,3.375,6.125,8.32,0,65,65,1.6375,5.2569999694824,-30.411924468236
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.32,0,65,65,1.6375,5.039999961853,-25.79348103214
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.32,0,65,65,1.6375,5.1100001335144,-24.10244036517
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.32,0,65,65,1.6375,5.1170001029968,-24.058241412104
0.035,1.27,0.13,1.125,20,2.5,3.375,6.5,8.32,0,65,65,1.6375,5.1240000724792,-22.9978325519
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.32,0,65,65,1.6375,5.313000202179,-32.666065202852
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.32,0,65,65,1.6375,5.4320001602173,-37.432619882547
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.32,0,65,65,1.6375,5.5229997634888,-33.046283126592
0.035,1.27,0.13,1.125,20,2.5,3.75,5.375,8.32,0,65,65,1.6375,5.5229997634888,-15.671617005613
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.32,0,65,65,1.6375,5.2639999389648,-36.378213893084
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.32,0,65,65,1.6375,5.3340001106262,-43.167845017316
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.32,0,65,65,1.6375,5.3759999275208,-32.053096098187
0.035,1.27,0.13,1.125,20,2.5,3.75,5.75,8.32,0,65,65,1.6375,5.4180002212524,-22.150109071462
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.32,0,65,65,1.6375,5.1519999504089,-37.013471250157
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.32,0,65,65,1.6375,5.2220001220703,-30.853788925282
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.32,0,65,65,1.6375,5.25,-34.001167316639
0.035,1.27,0.13,1.125,20,2.5,3.75,6.125,8.32,0,65,65,1.6375,5.2569999694824,-27.31331808652
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.32,0,65,65,1.6375,5.0539999008179,-25.714591219415
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.32,0,65,65,1.6375,5.1100001335144,-26.000208470796
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.32,0,65,65,1.6375,5.1240000724792,-25.099397564935
0.035,1.27,0.13,1.125,20,2.5,3.75,6.5,8.32,0,65,65,1.6375,5.1310000419617,-23.712958629709
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.32,0,65,65,1.6375,5.313000202179,-31.497656308343
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.32,0,65,65,1.6375,5.4250001907349,-24.400090747138
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.32,0,65,65,1.6375,5.4739999771118,-23.640063554255
0.035,1.27,0.13,1.125,20,2.5,4.125,5.375,8.32,0,65,65,1.6375,5.4949998855591,-22.804551116146
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.32,0,65,65,1.6375,5.2569999694824,-50.45557692762
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.32,0,65,65,1.6375,5.3410000801086,-25.01728260885
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.32,0,65,65,1.6375,5.3689999580383,-23.719894751958
0.035,1.27,0.13,1.125,20,2.5,4.125,5.75,8.32,0,65,65,1.6375,5.3899998664856,-23.764777570231
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.32,0,65,65,1.6375,5.1449999809265,-21.96403819348
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.32,0,65,65,1.6375,5.2360000610352,-30.816858444479
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.32,0,65,65,1.6375,5.2430000305176,-25.296144754009
0.035,1.27,0.13,1.125,20,2.5,4.125,6.125,8.32,0,65,65,1.6375,5.2639999389648,-23.798278711325
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.32,0,65,65,1.6375,5.0329999923706,-24.207033707656
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.32,0,65,65,1.6375,5.103000164032,-19.330410867633
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.32,0,65,65,1.6375,5.1380000114441,-24.557355921064
0.035,1.27,0.13,1.125,20,2.5,4.125,6.5,8.32,0,65,65,1.6375,5.1380000114441,-31.906457743916
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.32,0,65,65,1.6375,5.298999786377,-30.118483844745
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.32,0,65,65,1.6375,5.4109997749329,-26.988684754443
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.32,0,65,65,1.6375,5.460000038147,-25.635453272021
0.035,1.27,0.13,1.125,20,2.5,4.5,5.375,8.32,0,65,65,1.6375,5.4879999160767,-24.838946603533
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.32,0,65,65,1.6375,5.2360000610352,-35.280611165001
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.32,0,65,65,1.6375,5.3340001106262,-28.887472237622
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.32,0,65,65,1.6375,5.3619999885559,-26.751657298083
0.035,1.27,0.13,1.125,20,2.5,4.5,5.75,8.32,0,65,65,1.6375,5.3829998970032,-26.323219250875
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.32,0,65,65,1.6375,5.1380000114441,-42.533575411721
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.32,0,65,65,1.6375,5.2290000915527,-35.341614305172
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.32,0,65,65,1.6375,5.2430000305176,-29.75495646492
0.035,1.27,0.13,1.125,20,2.5,4.5,6.125,8.32,0,65,65,1.6375,5.2569999694824,-28.860040658912
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.32,0,65,65,1.6375,5.0329999923706,-24.932250105375
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.32,0,65,65,1.6375,5.103000164032,-29.849815210078
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.32,0,65,65,1.6375,5.1240000724792,-29.434234815685
0.035,1.27,0.13,1.125,20,2.5,4.5,6.5,8.32,0,65,65,1.6375,5.1310000419617,-38.584699122876
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.6,0,65,65,1.6375,5.186999797821,-30.702163817982
0.035,1.27,0.13,1.125,20,1.375,3.375,6.5,8.6,0,65,65,1.6375,5.0120000839233,-25.675662756124
0.035,1.27,0.13,1.125,20,1.375,3.375,6.5,8.6,0,65,65,1.6375,5.0329999923706,-25.353676681279
0.035,1.27,0.13,1.125,20,1.375,3.375,6.5,8.6,0,65,65,1.6375,5.039999961853,-25.773823274474
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.6,0,65,65,1.6375,5.1799998283386,-29.258310738017
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.6,0,65,65,1.6375,5.3060002326965,-29.001514916622
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.6,0,65,65,1.6375,5.3550000190735,-28.338670882517
0.035,1.27,0.13,1.125,20,1.375,3.75,5.375,8.6,0,65,65,1.6375,5.3899998664856,-29.471421897254
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.6,0,65,65,1.6375,5.1240000724792,-35.46930615081
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.6,0,65,65,1.6375,5.2150001525879,-32.329566543392
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.6,0,65,65,1.6375,5.2569999694824,-31.721963448832
0.035,1.27,0.13,1.125,20,1.375,3.75,5.75,8.6,0,65,65,1.6375,5.2779998779297,-32.456627098519
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.6,0,65,65,1.6375,5.0469999313354,-40.660103374804
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.6,0,65,65,1.6375,5.1170001029968,-43.943045888586
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.6,0,65,65,1.6375,5.1449999809265,-34.916436437702
0.035,1.27,0.13,1.125,20,1.375,3.75,6.125,8.6,0,65,65,1.6375,5.1659998893738,-38.781302309868
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.6,0,65,65,1.6375,4.9489998817444,-26.733606936582
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.6,0,65,65,1.6375,5.0260000228882,-25.440891730933
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.6,0,65,65,1.6375,5.3060002326965,-27.917147918361
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.6,0,65,65,1.6375,5.3550000190735,-26.479572434957
0.035,1.27,0.13,1.125,20,1.375,3.375,5.375,8.6,0,65,65,1.6375,5.396999835968,-26.652833781006
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.6,0,65,65,1.6375,5.1170001029968,-39.66699007712
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.6,0,65,65,1.6375,5.2150001525879,-31.232241168684
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.6,0,65,65,1.6375,5.2639999389648,-29.923325839167
0.035,1.27,0.13,1.125,20,1.375,3.375,5.75,8.6,0,65,65,1.6375,5.2779998779297,-28.624448019544
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.6,0,65,65,1.6375,5.0469999313354,-33.647878552236
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.6,0,65,65,1.6375,5.1170001029968,-36.76749948987
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.6,0,65,65,1.6375,5.1380000114441,-43.617157286841
0.035,1.27,0.13,1.125,20,1.375,3.375,6.125,8.6,0,65,65,1.6375,5.1729998588562,-33.779911674143
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.6,0,65,65,1.6375,5.0329999923706,-27.230753439763
0.035,1.27,0.13,1.125,20,1.375,3.75,6.5,8.6,0,65,65,1.6375,5.0469999313354,-26.611285843258
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.6,0,65,65,1.6375,5.1519999504089,-28.129623295369
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.6,0,65,65,1.6375,5.2779998779297,-33.925126347783
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.6,0,65,65,1.6375,5.3410000801086,-34.534336970501
0.035,1.27,0.13,1.125,20,1.375,4.125,5.375,8.6,0,65,65,1.6375,5.3899998664856,-22.646759917621
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.6,0,65,65,1.6375,5.103000164032,-31.243295645447
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.6,0,65,65,1.6375,5.2080001831055,-33.656017597605
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.6,0,65,65,1.6375,5.2569999694824,-33.112259320211
0.035,1.27,0.13,1.125,20,1.375,4.125,5.75,8.6,0,65,65,1.6375,5.2709999084473,-29.762300714556
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.6,0,65,65,1.6375,5.0469999313354,-39.084652624762
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.6,0,65,65,1.6375,5.1170001029968,-38.455374208948
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.6,0,65,65,1.6375,5.1380000114441,-32.086446026244
0.035,1.27,0.13,1.125,20,1.375,4.125,6.125,8.6,0,65,65,1.6375,5.1729998588562,-29.321704768341
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.6,0,65,65,1.6375,4.9349999427795,-27.6751814028
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.6,0,65,65,1.6375,5.0120000839233,-27.695285903813
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.6,0,65,65,1.6375,5.0260000228882,-26.32616612833
0.035,1.27,0.13,1.125,20,1.375,4.125,6.5,8.6,0,65,65,1.6375,5.039999961853,-23.883382795574
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.6,0,65,65,1.6375,5.1449999809265,-23.386365729782
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.6,0,65,65,1.6375,5.2849998474121,-55.057911786697
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.6,0,65,65,1.6375,5.3340001106262,-26.959986489602
0.035,1.27,0.13,1.125,20,1.375,4.5,5.375,8.6,0,65,65,1.6375,5.3829998970032,-22.932014403628
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.6,0,65,65,1.6375,5.0749998092651,-22.961102357553
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.6,0,65,65,1.6375,5.201000213623,-24.988580383389
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.6,0,65,65,1.6375,5.2569999694824,-32.478817931557
0.035,1.27,0.13,1.125,20,1.375,4.5,5.75,8.6,0,65,65,1.6375,5.2779998779297,-25.049536549229
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.6,0,65,65,1.6375,5.0260000228882,-23.426960741492
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.6,0,65,65,1.6375,5.1170001029968,-18.995657763397
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.6,0,65,65,1.6375,5.1449999809265,-20.860620818896
0.035,1.27,0.13,1.125,20,1.375,4.5,6.125,8.6,0,65,65,1.6375,5.1799998283386,-27.304733599773
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.6,0,65,65,1.6375,4.9279999732971,-29.202987686176
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.6,0,65,65,1.6375,5.0050001144409,-20.363028799747
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.6,0,65,65,1.6375,5.0190000534058,-17.351234612863
0.035,1.27,0.13,1.125,20,1.375,4.5,6.5,8.6,0,65,65,1.6375,5.039999961853,-15.140144588432
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.6,0,65,65,1.6375,5.186999797821,-29.120805680395
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.6,0,65,65,1.6375,5.313000202179,-27.279870755218
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.6,0,65,65,1.6375,5.3619999885559,-25.785703433718
0.035,1.27,0.13,1.125,20,1.75,3.375,5.375,8.6,0,65,65,1.6375,5.4039998054504,-26.062824881869
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.6,0,65,65,1.6375,5.1170001029968,-36.069230047133
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.6,0,65,65,1.6375,5.2290000915527,-30.534506741432
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.6,0,65,65,1.6375,5.2639999389648,-29.048003039838
0.035,1.27,0.13,1.125,20,1.75,3.375,5.75,8.6,0,65,65,1.6375,5.2849998474121,-28.468387188561
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.6,0,65,65,1.6375,5.0469999313354,-38.593738651296
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.6,0,65,65,1.6375,5.1170001029968,-40.540030118109
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.6,0,65,65,1.6375,5.1449999809265,-34.128555050338
0.035,1.27,0.13,1.125,20,1.75,3.375,6.125,8.6,0,65,65,1.6375,5.1729998588562,-41.625611634321
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.6,0,65,65,1.6375,4.9559998512268,-26.847148777376
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.6,0,65,65,1.6375,5.0190000534058,-26.161963686662
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.6,0,65,65,1.6375,5.0329999923706,-25.344246613784
0.035,1.27,0.13,1.125,20,1.75,3.375,6.5,8.6,0,65,65,1.6375,5.0469999313354,-26.823443089661
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.6,0,65,65,1.6375,5.186999797821,-29.124360108947
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.6,0,65,65,1.6375,5.313000202179,-28.778121481644
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.6,0,65,65,1.6375,5.3619999885559,-29.236045056246
0.035,1.27,0.13,1.125,20,1.75,3.75,5.375,8.6,0,65,65,1.6375,5.4039998054504,-32.160487939298
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.6,0,65,65,1.6375,5.1310000419617,-34.17351932793
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.6,0,65,65,1.6375,5.2220001220703,-31.377258107281
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.6,0,65,65,1.6375,5.2639999389648,-31.735783805138
0.035,1.27,0.13,1.125,20,1.75,3.75,5.75,8.6,0,65,65,1.6375,5.2919998168945,-32.981216988225
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.6,0,65,65,1.6375,5.0539999008179,-38.275315150288
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.6,0,65,65,1.6375,5.1170001029968,-39.128337768932
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.6,0,65,65,1.6375,5.1519999504089,-40.784330277207
0.035,1.27,0.13,1.125,20,1.75,3.75,6.125,8.6,0,65,65,1.6375,5.1729998588562,-41.111965292368
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.6,0,65,65,1.6375,4.9559998512268,-26.269583141135
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.6,0,65,65,1.6375,5.0260000228882,-26.696721347725
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.6,0,65,65,1.6375,5.039999961853,-26.428623115632
0.035,1.27,0.13,1.125,20,1.75,3.75,6.5,8.6,0,65,65,1.6375,5.0539999008179,-26.500824834615
0.035,1.27,0.13,1.125,20,1.75,4.125,5.375,8.6,0,65,65,1.6375,5.1659998893738,-29.783391680278
0.035,1.27,0.13,1.125,20,1.75,4.125,5.375,8.6,0,65,65,1.6375,5.2849998474121,-37.125780016976
0.035,1.27,0.13,1.125,20,1.75,4.125,5.375,8.6,0,65,65,1.6375,5.3829998970032,-25.251066242754
